"id","familiar_reproducibility","crisis_agree","job","field"
7962,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Chemistry"
7967,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7970,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
7983,"Very familiar","There is a slight crisis of reproducibility","Research Director/VP of Research","Biology"
7987,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
7995,"Very familiar","There is a slight crisis of reproducibility","Research Director/VP of Research","Physics"
7997,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7998,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
8006,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Physics"
8007,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
8012,"Very familiar","I don't know","Consultant/Fellow/Attending Physician","Medicine"
8021,"Very familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Biology"
8025,"Somewhat familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
8028,"Somewhat familiar","I don't know","Consultant/Fellow/Attending Physician","Materials Science"
8040,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
8049,"Fairly familiar","There is a significant crisis of reproducibility","Student","Other"
8051,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
8151,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Earth and Environmental Science"
8168,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
8182,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
8205,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
8269,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
8275,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Engineering"
8315,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
8337,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
8364,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
8365,"Fairly familiar","There is a significant crisis of reproducibility","Other (please specify)","Medicine"
8370,"Very familiar","There is no crisis of reproducibility","Associate professor/Lecturer","Biology"
8380,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
8381,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
8396,"Not very familiar","I don't know","PhD Student","Other"
8448,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
8465,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
8471,"Very familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
8483,"Very familiar","There is a significant crisis of reproducibility","Professor","Other"
8486,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Medicine"
8510,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Medicine"
8524,"Very familiar","There is no crisis of reproducibility","Post-doctoral Fellow","Other"
8540,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Medicine"
8579,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Earth and Environmental Science"
8622,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
8644,"Fairly familiar","There is a significant crisis of reproducibility","Professor","Earth and Environmental Science"
8649,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
8683,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
8693,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
8701,"Very familiar","There is a significant crisis of reproducibility","Professor","Chemistry"
8703,"Very familiar","There is a slight crisis of reproducibility","Technician/Research Assistant","Biology"
8709,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
8744,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Engineering"
8760,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Other"
8765,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
8769,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
8782,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
8784,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
8790,"Somewhat familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
8795,"Very familiar","There is a significant crisis of reproducibility","Professor","Other"
8797,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
8809,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
8811,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
8819,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
8822,"Very familiar","There is no crisis of reproducibility","Associate professor/Lecturer","Biology"
8824,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
8837,"Very familiar","I don't know","Associate professor/Lecturer","Biology"
8838,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
8849,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
8851,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Chemistry"
8858,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Chemistry"
8859,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
8867,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
8873,"Fairly familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
8886,"Fairly familiar","There is a slight crisis of reproducibility","Student","Biology"
8892,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
8913,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Chemistry"
8931,"Very familiar","There is no crisis of reproducibility","Senior Scientist","Chemistry"
8940,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
8973,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Earth and Environmental Science"
8982,"Fairly familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Biology"
8984,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Earth and Environmental Science"
8987,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
8996,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
9007,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
9015,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Engineering"
9021,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
9035,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Other"
9039,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
9055,"Very familiar","There is a slight crisis of reproducibility","Professor","Chemistry"
9066,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Chemistry"
9077,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Medicine"
9081,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
9085,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Engineering"
9120,"Very familiar","I don't know","Research Scientist","Biology"
9123,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
9130,"Very familiar","There is no crisis of reproducibility","PhD Student","Chemistry"
9133,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
9146,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
9150,"Very familiar","I don't know","Professor","Biology"
9157,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
9159,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
9165,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
9171,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Medicine"
9178,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Engineering"
9179,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
9205,"Not very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
9215,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
9223,"Fairly familiar","I don't know","PhD Student","Other"
9227,"Fairly familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
9235,"Fairly familiar","I don't know","Other (please specify)","Biology"
9245,"Very familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
9246,"Very familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Medicine"
9258,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
9263,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Other"
9277,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
9289,"Very familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Biology"
9321,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
9336,"Somewhat familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Medicine"
9345,"Somewhat familiar","There is a slight crisis of reproducibility","Resident/Registrar","Other"
9350,"Fairly familiar","I don't know","Professor","Physics"
9358,"Somewhat familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Materials Science"
9372,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
9373,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
9379,"Very familiar","There is a significant crisis of reproducibility","Student","Earth and Environmental Science"
9392,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
9419,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
9424,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Engineering"
9443,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Other"
9446,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
9461,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
9470,"Very familiar","I don't know","Associate professor/Lecturer","Earth and Environmental Science"
9471,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Chemistry"
9505,"Somewhat familiar","There is a slight crisis of reproducibility","Staff Scientist","Chemistry"
9547,"Very familiar","There is a significant crisis of reproducibility","Professor","Medicine"
9553,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
9559,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
9562,"Very familiar","There is a significant crisis of reproducibility","Professor","Physics"
9579,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
9580,"Very familiar","There is a slight crisis of reproducibility","Student","Earth and Environmental Science"
9601,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
9606,"Very familiar","I don't know","Post-doctoral Fellow","Physics"
9618,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
9627,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
9646,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
9656,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Earth and Environmental Science"
9667,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Other"
