responseid	respid	interview_start	interview_end	status	In your current role do you carry out primary research?	published_yesNPG	published_yesnonNPG	published_no	published_nosay	familiar_reproducibility	crisis_yesMedia	crisis_yesJournals	crisis_yesConferences	ciris_yesColleagues	crisis_yesElsewhere	crisis_no	significance_crisis	flagged	proportion_reproducible	field_reproducibility	try_failOwn	try_failElse	published_successElse	published_failElse	nopublish_success	noprublish_fail	job	field
985	985	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	1	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Engineering
986	986	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	I am unsure	50%	"...about the same as for other scientific fields on average"""	No	Yes	No	Yes	No	No	PhD Student	Biology
1004	1004	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	90%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Professor	Physics
1006	1006	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	1	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	Yes	No	Principal Investigator	Medicine
1008	1008	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Biology
1015	1015	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...better than for other scientific fields on average."""	No	Yes	Yes	No	No	Yes	Associate professor/Lecturer	Astronomy and planetary science
1029	1029	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	1	0	0	1	0	0	There is a slight crisis of reproducibility	I am unsure	60%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Senior Scientist	Biology
1032	1032	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar	0	0	0	0	0	1	There is no crisis of reproducibility	Too much	90%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Professor	Biology
1038	1038	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	PhD Student	Biology
1039	1039	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	No	Yes	No	Yes	No	No	Principal Investigator	Biology
1053	1053	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Somewhat familiar	0	1	1	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology
1055	1055	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Somewhat familiar	0	0	0	0	0	1	There is a significant crisis of reproducibility	Not enough	0%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	Yes	Yes	Other (please specify)	Engineering
1057	1057	08/10/2015	08/10/2015	complete	Yes	1	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	Yes	Principal Investigator	Medicine
1058	1058	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	1	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...worse than for other scientific fields on average."""	No	No	No	No	No	No	PhD Student	Biology
1061	1061	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Very familiar	0	1	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Other
1067	1067	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	PhD Student	Other
1072	1072	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Fairly familiar	1	0	1	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...worse than for other scientific fields on average."""	No	Yes	No	Yes	No	No	Post-doctoral Fellow	Medicine
1074	1074	08/10/2015	08/10/2015	complete	Yes	1	1	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	Yes	No	Post-doctoral Fellow	Biology
1076	1076	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	1	1	0	0	There is a slight crisis of reproducibility	Not enough	60%	"...worse than for other scientific fields on average."""	Yes	I can't remember	No	No	No	No	Professor	Other
1088	1088	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	I don't know	I am unsure	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Technician/Research Assistant	Medicine
1100	1100	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	No	No	Post-doctoral Fellow	Biology
1102	1102	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	1	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Chemistry
1104	1104	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is no crisis of reproducibility	Too much	90%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Professor	Chemistry
1110	1110	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	Too much	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	Yes	No	No	Post-doctoral Fellow	Other
1117	1117	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	70%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology
1120	1120	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Very familiar	0	1	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	90%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Biology
1125	1125	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Biology
1139	1139	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Staff Scientist	Biology
1140	1140	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	Yes	No	No	Post-doctoral Fellow	Medicine
1142	1142	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Somewhat familiar	0	0	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Principal Investigator	Medicine
1159	1159	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	No	No	Associate professor/Lecturer	Medicine
1163	1163	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	I am unsure	60%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Post-doctoral Fellow	Biology
1164	1164	08/10/2015	08/10/2015	complete	Yes	1	1	0	0	Very familiar	1	1	1	1	1	0	There is no crisis of reproducibility	A reasonable amount	90%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Principal Investigator	Biology
1169	1169	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	Not enough	40%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	No	No	Consultant/Fellow/Attending Physician	Medicine
1184	1184	08/10/2015	09/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	No	No	PhD Student	Engineering
1187	1187	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Not very familiar	0	0	0	0	0	1	There is a significant crisis of reproducibility	A reasonable amount	70%	"...worse than for other scientific fields on average."""	I can't remember	No	No	No	No	No	Consultant/Fellow/Attending Physician	Medicine
1219	1219	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar	0	0	1	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	Yes	Yes	Laboratory Director/Head	Other
1223	1223	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	Yes	No	No	Professor	Other
1225	1225	08/10/2015	08/10/2015	complete	Yes	0	0	0	1	Fairly familiar	1	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Research Scientist	Physics
1229	1229	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Very familiar	1	1	1	1	1	0	There is a significant crisis of reproducibility	I am unsure	20%	I am unsure	Yes	Yes	Yes	No	I can't remember	I can't remember	Post-doctoral Fellow	Biology
1243	1243	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	I can't remember	Associate professor/Lecturer	Other
1293	1293	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	30%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Research Scientist	Biology
1295	1295	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	1	1	0	1	0	0	I don't know	I am unsure	60%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Principal Investigator	Earth and Environmental Science
1299	1299	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	PhD Student	Earth and Environmental Science
1300	1300	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Somewhat familiar	0	0	0	0	1	0	There is a significant crisis of reproducibility	Not enough	40%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Research Scientist	Biology
1307	1307	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar	0	1	0	1	1	0	There is a slight crisis of reproducibility	A reasonable amount	70%	I am unsure	Yes	Yes	Yes	I can't remember	I can't remember	I can't remember	Professor	Biology
1308	1308	08/10/2015	08/10/2015	complete	Yes	0	0	0	1	Very familiar	1	1	0	0	1	0	There is a significant crisis of reproducibility	Not enough	30%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology
1309	1309	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	30%	"...worse than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Principal Investigator	Biology
1310	1310	08/10/2015	08/10/2015	complete	Yes	1	1	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Medicine
1339	1339	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	No	No	Senior Scientist	Chemistry
1340	1340	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Too much	20%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	Yes	Yes	Yes	Student	Biology
1342	1342	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	30%	"...about the same as for other scientific fields on average"""	I can't remember	Yes	No	No	No	No	Post-doctoral Fellow	Biology
1351	1351	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Fairly familiar	1	1	0	0	1	0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology
1355	1355	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Somewhat familiar	0	1	0	0	0	0	I don't know	I am unsure	90%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Chemistry
1365	1365	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...worse than for other scientific fields on average."""	No	Yes	No	No	No	No	PhD Student	Biology
1369	1369	08/10/2015	08/10/2015	complete	Yes	1	1	0	0	Somewhat familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	I am unsure	90%	I am unsure	No	No	No	No	No	No	Principal Investigator	Physics
1379	1379	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar	1	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	No	No	No	Post-doctoral Fellow	Earth and Environmental Science
1380	1380	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	Yes	Yes	I can't remember	PhD Student	Biology
1394	1394	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	I am unsure	70%	I am unsure	Yes	Yes	No	No	No	No	Professor	Biology
1400	1400	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	40%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology
1410	1410	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	Yes	Principal Investigator	Medicine
1416	1416	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	Yes	Yes	Research Scientist	Biology
1417	1417	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Fairly familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	PhD Student	Other
1424	1424	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	90%	"...better than for other scientific fields on average."""	Yes	No	No	No	No	No	Staff Scientist	Physics
1427	1427	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	Not enough	30%	"...better than for other scientific fields on average."""	Yes	No	Yes	Yes	No	No	Associate professor/Lecturer	Other
1428	1428	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Very familiar	0	1	0	1	1	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...worse than for other scientific fields on average."""	No	No	No	No	No	No	PhD Student	Biology
1430	1430	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is a slight crisis of reproducibility	Too much	90%	I am unsure	Yes	Yes	Yes	I can't remember	No	No	Professor	Earth and Environmental Science
